EventType,TrafficMultiplier,ABTestGroup,SaleAmountEUR,BranchID
Normal,1,Control,1512.913907,BR-001
Christmas,4.3,Control,2176.295355,BR-001
BlackFriday,3.1,Control,1558.015978,BR-001
Normal,1,Variation2,894.1269413,BR-001
Christmas,3.8,Control,1846.073234,BR-001
BlackFriday,1.2,Control,1431.670673,BR-001
Normal,1,Control,1037.041203,BR-001
Valentine,1.5,Variation1,1565.925367,BR-001
Christmas,1.2,Variation1,1770.530751,BR-001
Christmas,4.2,Control,724.0512449,BR-001
Christmas,1.3,Variation1,1658.153313,BR-001
BlackFriday,1.5,Variation2,1615.322576,BR-001
Normal,1,Control,720.0239751,BR-001
Normal,1,Control,1615.670984,BR-001
BlackFriday,1.1,Control,849.0245768,BR-001
BlackFriday,2.8,Variation2,1125.162212,BR-001
BlackFriday,2.8,Variation1,1960.102923,BR-001
Normal,1,Control,1797.165969,BR-001
Valentine,4.5,Variation2,1164.267554,BR-001
Normal,1,Control,2090.489894,BR-001
BlackFriday,2.2,Variation2,496.0448931,BR-001
Christmas,2.5,Control,1028.815953,BR-001
Normal,1,Control,-401.051163,BR-001
Normal,1,Control,1437.783313,BR-001
BlackFriday,1.7,Variation1,1590.114644,BR-001
BlackFriday,3.2,Control,1935.43652,BR-001
Valentine,3.3,Variation1,995.959065,BR-001
Normal,1,Control,893.5808018,BR-001
Valentine,3.9,Variation2,2099.746676,BR-001
BlackFriday,2.1,Control,717.0666367,BR-001
Christmas,3.1,Control,563.0950885,BR-001
Christmas,1.5,Control,1497.295512,BR-001
Normal,1,Variation2,1010.066954,BR-001
BlackFriday,3.5,Variation1,-329.1762335,BR-001
BlackFriday,2,Control,893.3908442,BR-001
BlackFriday,2.8,Control,1584.774158,BR-001
Valentine,3.5,Control,344.3713692,BR-001
Valentine,2.4,Control,1351.077328,BR-001
Valentine,2.9,Control,1385.905318,BR-001
Valentine,1.5,Control,532.413816,BR-001
Valentine,1.4,Control,192.6299276,BR-001
Valentine,2,Variation2,1763.30913,BR-001
BlackFriday,2.1,Control,794.5684546,BR-001
Christmas,3.4,Control,1292.725318,BR-001
Christmas,4.6,Control,1697.247265,BR-001
Christmas,2,Variation1,1435.070806,BR-001
Valentine,2.9,Control,2630.433238,BR-001
BlackFriday,1.2,Variation2,814.9147071,BR-001
Valentine,2.4,Control,2384.343642,BR-001
Valentine,3.8,Control,1758.902905,BR-001
Normal,1,Control,617.7527542,BR-001
Normal,1,Control,1505.167991,BR-001
Valentine,4.9,Variation2,750.5174469,BR-001
Normal,1,Control,1436.599636,BR-001
Christmas,1.4,Variation1,827.1991961,BR-001
Normal,1,Variation2,1560.154542,BR-001
Normal,1,Variation2,1768.739424,BR-001
Normal,1,Control,2196.010516,BR-001
Christmas,4,Control,2150.492065,BR-001
BlackFriday,4.5,Control,659.7342322,BR-001
Christmas,4.6,Variation2,2266.459761,BR-001
Christmas,2,Control,901.4462836,BR-001
Normal,1,Variation1,970.4863311,BR-001
Normal,1,Control,1120.780903,BR-001
Valentine,2.3,Control,1668.098496,BR-001
Christmas,2.8,Control,1394.179183,BR-001
BlackFriday,3.9,Control,818.290631,BR-001
Christmas,4.2,Control,1626.796926,BR-001
BlackFriday,1.6,Control,657.2441735,BR-001
Normal,1,Control,702.5904907,BR-001
Normal,1,Control,-2349.667321,BR-001
Valentine,2.7,Control,1560.811446,BR-001
Christmas,1.4,Control,1387.95648,BR-001
Valentine,1.8,Control,1296.118832,BR-001
BlackFriday,4.8,Variation1,628.6712172,BR-001
Christmas,3.7,Control,930.8437193,BR-001
Normal,1,Control,1391.386069,BR-001
Christmas,3.3,Variation2,2297.726561,BR-001
BlackFriday,4.6,Control,1237.819013,BR-001
BlackFriday,4,Control,1654.669167,BR-001
Valentine,2,Control,1741.078788,BR-001
Valentine,3.1,Variation2,612.9960109,BR-001
Valentine,2.2,Control,1839.145927,BR-001
Christmas,3.1,Variation2,1162.276442,BR-001
BlackFriday,3.2,Variation2,1709.147344,BR-001
Valentine,2.5,Variation1,793.1085559,BR-001
Valentine,2.7,Variation1,1708.990232,BR-001
Christmas,3.1,Variation2,629.4405121,BR-001
BlackFriday,4.3,Variation2,1584.023851,BR-001
Normal,1,Control,984.8465004,BR-001
BlackFriday,1.6,Variation2,1468.129181,BR-001
BlackFriday,2.7,Control,1524.154983,BR-001
Valentine,2.9,Variation2,851.8533785,BR-001
Christmas,4.8,Control,1526.025578,BR-001
Valentine,2.3,Variation1,-2163.876623,BR-001
Normal,1,Control,916.5603512,BR-001
BlackFriday,1.7,Variation1,656.1017975,BR-001
Christmas,3.4,Variation1,1499.82089,BR-001
Christmas,4.2,Variation1,-2049.883681,BR-001
BlackFriday,2.2,Control,45.85117098,BR-001
Christmas,2.9,Variation2,1111.816645,BR-001
Christmas,4.8,Control,1653.700211,BR-001
Normal,1,Variation1,2050.326891,BR-001
Normal,1,Control,576.5342098,BR-001
BlackFriday,1.6,Control,1475.360799,BR-001
Valentine,3.4,Variation1,1471.010513,BR-001
BlackFriday,1.2,Variation1,710.64084,BR-001
Normal,1,Variation1,1939.369123,BR-001
BlackFriday,4.3,Variation1,1158.35242,BR-001
Normal,1,Variation1,978.3680292,BR-001
BlackFriday,2.9,Control,763.1496031,BR-001
BlackFriday,1.3,Control,903.9438367,BR-001
Christmas,1.2,Control,1226.821208,BR-001
BlackFriday,1.6,Variation2,1325.855876,BR-001
Normal,1,Control,1154.77929,BR-001
BlackFriday,2.8,Control,-614.78606,BR-001
Normal,1,Control,66.06867059,BR-001
BlackFriday,1.7,Variation1,36.61180746,BR-001
Normal,1,Variation2,1546.048167,BR-001
Normal,1,Control,1993.167298,BR-001
Christmas,4.3,Control,1572.57794,BR-001
BlackFriday,3.7,Control,1522.628728,BR-001
Valentine,4.5,Variation2,1716.737035,BR-001
BlackFriday,4.5,Variation2,328.7268213,BR-001
Normal,1,Control,304.5141371,BR-001
Normal,1,Control,1980.320154,BR-001
BlackFriday,2.8,Control,735.426442,BR-001
Normal,1,Control,638.5096917,BR-001
BlackFriday,3.5,Control,3115.690302,BR-001
Christmas,3.4,Control,892.4259269,BR-001
Valentine,2.4,Control,1524.426979,BR-001
Valentine,2.4,Control,1632.260961,BR-001
BlackFriday,1.4,Control,2095.435685,BR-001
Valentine,4,Control,693.0182338,BR-001
Valentine,1.3,Control,1141.639908,BR-001
Normal,1,Control,1031.43047,BR-001
Normal,1,Control,772.3163904,BR-001
BlackFriday,1.2,Control,-1696.966553,BR-001
Christmas,1.3,Variation1,791.3565626,BR-001
Normal,1,Control,1527.183152,BR-001
Valentine,2.6,Control,1426.19134,BR-001
BlackFriday,3.3,Control,1360.866907,BR-001
Normal,1,Variation2,1070.002899,BR-001
BlackFriday,4.9,Control,1902.801545,BR-001
BlackFriday,4.6,Control,2009.557272,BR-001
Normal,1,Control,-942.0768824,BR-001
Normal,1,Variation1,1287.899962,BR-001
Normal,1,Variation2,297.0666896,BR-001
BlackFriday,4.4,Variation2,1197.296492,BR-001
BlackFriday,4.3,Variation2,1645.717745,BR-001
Valentine,2.3,Control,1728.65059,BR-001
Normal,1,Control,1331.452239,BR-001
Valentine,4.8,Variation1,2230.936321,BR-001
BlackFriday,3.5,Variation2,1544.067067,BR-001
BlackFriday,3,Control,2090.757452,BR-001
BlackFriday,4.4,Control,773.9502084,BR-001
Valentine,2.2,Variation1,1678.702748,BR-001
BlackFriday,2.2,Variation1,-1121.702692,BR-001
Normal,1,Control,1564.437679,BR-001
Normal,1,Variation2,1222.213548,BR-001
Valentine,2.3,Variation1,747.4505667,BR-001
Valentine,1.3,Control,1143.325886,BR-001
Valentine,1.5,Control,843.9281621,BR-001
Normal,1,Control,478.3282001,BR-001
Normal,1,Variation2,1725.135939,BR-001
Christmas,1.3,Variation1,996.3985217,BR-001
BlackFriday,3.6,Control,1092.919606,BR-001
Normal,1,Control,793.9097925,BR-001
Christmas,1.9,Control,-1683.091867,BR-001
Christmas,2.5,Control,1819.351993,BR-001
BlackFriday,1.7,Variation1,177.0451127,BR-001
Valentine,1.1,Control,1103.240001,BR-001
Normal,1,Control,-982.9881003,BR-001
Christmas,3.2,Control,2486.737093,BR-001
Normal,1,Control,-370.7066847,BR-001
Normal,1,Control,375.8954665,BR-001
BlackFriday,2.8,Variation1,2080.163791,BR-001
Christmas,1.9,Control,608.6334556,BR-001
Christmas,1.3,Control,442.7058067,BR-001
Normal,1,Control,963.8949756,BR-001
BlackFriday,4,Variation2,1138.379104,BR-001
Valentine,1.1,Control,1464.309604,BR-001
BlackFriday,2.3,Control,1551.210341,BR-001
Christmas,3.5,Control,1612.2275,BR-001
Valentine,3.6,Variation1,295.1547249,BR-001
Normal,1,Control,715.4464485,BR-001
Valentine,5,Control,2127.674559,BR-001
Valentine,4.6,Control,1839.720183,BR-001
Normal,1,Variation2,1738.440368,BR-001
Valentine,4.4,Control,1140.739301,BR-001
Valentine,1.2,Variation2,1179.319063,BR-001
Christmas,1.4,Variation2,1966.629299,BR-001
BlackFriday,4.4,Variation1,1933.635921,BR-001
Normal,1,Control,875.7433926,BR-001
Valentine,1.1,Control,504.7862296,BR-001
BlackFriday,1.3,Variation1,1024.706529,BR-001
BlackFriday,3.7,Variation2,753.7212348,BR-001
Christmas,3.7,Variation1,1645.44109,BR-001
Christmas,2.4,Variation2,1941.574887,BR-001
Christmas,2.2,Control,983.2841033,BR-001
Valentine,4.4,Variation2,2375.210174,BR-001
Valentine,2.5,Control,1336.863175,BR-001
Normal,1,Control,1497.255171,BR-001
BlackFriday,2.5,Variation1,973.1959939,BR-001
Valentine,4.4,Control,129.0196199,BR-001
Normal,1,Variation2,-124.7469606,BR-001
Christmas,2,Variation1,939.6312976,BR-001
Valentine,1.1,Variation2,381.089956,BR-001
Christmas,1.6,Variation1,1409.042601,BR-001
BlackFriday,4.8,Control,819.0551964,BR-001
Valentine,1.5,Control,70.97728898,BR-001
Christmas,2.5,Control,1733.317806,BR-001
Christmas,3.3,Control,1953.905758,BR-001
BlackFriday,3.7,Control,1368.721967,BR-001
BlackFriday,3.8,Variation2,843.4566794,BR-001
BlackFriday,2,Control,669.2179343,BR-001
Christmas,4,Control,841.2523833,BR-001
Valentine,4.4,Control,484.4230221,BR-001
Normal,1,Variation2,1056.887926,BR-001
Normal,1,Control,189.8126316,BR-001
Normal,1,Control,1096.747905,BR-001
Christmas,3.7,Variation1,1287.251575,BR-001
Christmas,3.1,Control,1360.421916,BR-001
Normal,1,Variation1,991.024708,BR-001
Valentine,3.7,Control,2277.411142,BR-001
Christmas,2.4,Control,1599.297391,BR-001
Valentine,2,Control,523.0708886,BR-001
Normal,1,Control,1683.869132,BR-001
Valentine,1.5,Control,847.9854295,BR-001
Normal,1,Control,489.9551694,BR-001
Valentine,3.4,Variation1,2815.733588,BR-001
BlackFriday,2.1,Control,1781.907875,BR-001
BlackFriday,1.6,Control,847.2482761,BR-001
BlackFriday,2.6,Control,1360.873789,BR-001
Normal,1,Control,1697.187189,BR-001
Normal,1,Control,682.9237455,BR-001
Valentine,4.6,Variation1,1425.983659,BR-001
Valentine,4.8,Control,1998.73999,BR-001
Christmas,4,Control,1614.761607,BR-001
Valentine,2.3,Control,70.7945444,BR-001
Valentine,4.1,Variation1,1484.011732,BR-001
Normal,1,Control,2797.447703,BR-001
Christmas,1.7,Variation2,1135.300847,BR-001
Christmas,2.4,Variation1,1867.907012,BR-001
Normal,1,Control,1372.998768,BR-001
BlackFriday,4.4,Control,1031.350275,BR-001
Christmas,3.7,Variation2,781.3077882,BR-001
BlackFriday,1.1,Control,702.7765356,BR-001
BlackFriday,2.9,Variation2,1968.723617,BR-001
Valentine,2.8,Variation1,562.8865955,BR-001
Normal,1,Variation2,484.2188788,BR-001
BlackFriday,2,Control,927.8981716,BR-001
Christmas,3.1,Variation1,1569.290582,BR-001
BlackFriday,3.6,Variation1,528.325368,BR-001
Normal,1,Variation2,871.4210068,BR-001
Valentine,2.6,Variation1,1710.856021,BR-001
BlackFriday,2.7,Control,1873.424695,BR-001
Normal,1,Control,754.871133,BR-001
Christmas,3.1,Control,2271.276445,BR-001
Christmas,3.2,Variation1,1797.363876,BR-001
Valentine,4.1,Variation2,1292.987221,BR-001
Valentine,4.6,Variation2,2205.018689,BR-001
Normal,1,Variation2,1790.931177,BR-001
Valentine,1.6,Control,1431.812541,BR-001
Valentine,2.9,Control,1889.057832,BR-001
BlackFriday,2.7,Control,1173.4977,BR-001
Valentine,4.6,Variation2,1741.722925,BR-001
Normal,1,Control,1019.276988,BR-001
Christmas,2.6,Variation1,1010.84546,BR-001
Valentine,3.3,Variation1,2278.072397,BR-001
BlackFriday,1.7,Variation2,943.9206087,BR-001
Christmas,4.2,Control,2020.954495,BR-001
Normal,1,Control,1759.172091,BR-001
Valentine,4.7,Control,2194.754397,BR-001
Valentine,2.6,Control,1674.5932,BR-001
Christmas,1,Control,1483.561205,BR-001
Christmas,1.7,Control,598.7349504,BR-001
Normal,1,Control,1219.260079,BR-001
BlackFriday,1.5,Control,2432.429984,BR-001
Christmas,3.7,Control,1428.072921,BR-001
Normal,1,Control,1604.107847,BR-001
BlackFriday,4.2,Control,2277.282381,BR-001
Valentine,4.6,Control,661.1798952,BR-001
BlackFriday,3.2,Variation2,1438.43141,BR-001
Normal,1,Control,1157.716741,BR-001
Normal,1,Variation1,-1006.460693,BR-001
BlackFriday,3.4,Control,1274.582127,BR-001
Normal,1,Control,623.4824716,BR-001
Christmas,3.6,Variation1,1541.779901,BR-001
Christmas,2,Control,2391.592802,BR-001
Christmas,1.3,Variation2,928.0191309,BR-001
Valentine,2.9,Variation1,790.7154083,BR-001
Christmas,2,Control,834.4954175,BR-001
BlackFriday,3.9,Control,22.17783208,BR-001
Normal,1,Variation2,247.061442,BR-001
Normal,1,Variation1,1445.519328,BR-001
Normal,1,Variation1,596.9328288,BR-001
BlackFriday,1.9,Variation1,214.8243643,BR-001
Valentine,3,Control,2250.150754,BR-001
Valentine,3.9,Control,1919.657596,BR-001
Normal,1,Variation2,159.6491602,BR-001
Normal,1,Control,393.860755,BR-001
Normal,1,Variation2,439.6222433,BR-001
Normal,1,Control,1348.038657,BR-001
BlackFriday,3.5,Control,1995.892176,BR-001
Normal,1,Control,1685.969844,BR-001
BlackFriday,1.2,Control,587.878408,BR-001
Normal,1,Control,1433.111381,BR-001
BlackFriday,3.5,Control,548.0532825,BR-001
Normal,1,Variation2,1069.893077,BR-001
BlackFriday,4.9,Variation1,680.8138318,BR-001
Christmas,4.2,Control,910.5467339,BR-001
Normal,1,Control,2319.961456,BR-001
BlackFriday,5,Variation2,2297.50992,BR-001
Christmas,1.9,Control,1210.982901,BR-001
Normal,1,Control,913.920889,BR-001
BlackFriday,4.6,Variation1,1947.011638,BR-001
Valentine,1.2,Control,1777.045225,BR-001
BlackFriday,1.5,Variation2,79.23014834,BR-001
BlackFriday,3.3,Control,892.6616151,BR-001
Christmas,3.3,Variation1,1801.58677,BR-001
Normal,1,Control,425.9899099,BR-001
Valentine,4.2,Control,146.798077,BR-001
Christmas,4.4,Control,842.286264,BR-001
Valentine,2,Control,529.7967069,BR-001
BlackFriday,3,Variation2,1775.149604,BR-001
Normal,1,Control,1248.811443,BR-001
Normal,1,Control,1141.909594,BR-001
BlackFriday,1.7,Variation2,1185.814308,BR-001
Valentine,3.6,Control,1232.993351,BR-001
Valentine,2.7,Control,1510.56478,BR-001
Christmas,2.6,Control,1083.899566,BR-001
Normal,1,Variation2,296.3364023,BR-001
Valentine,1.1,Control,74.89668946,BR-001
Valentine,2.3,Control,239.0521347,BR-001
Christmas,1.8,Control,530.8728049,BR-001
BlackFriday,4.5,Variation2,1681.697191,BR-001
Valentine,4.5,Control,1113.346133,BR-001
Valentine,2.2,Control,476.5115586,BR-001
Normal,1,Variation1,1515.32412,BR-001
Normal,1,Control,1308.746686,BR-001
Christmas,2.9,Control,1523.059095,BR-001
Valentine,4.6,Control,1189.2281,BR-001
Valentine,4.6,Control,2107.48202,BR-001
BlackFriday,1.6,Control,150.3031541,BR-001
Valentine,4.6,Variation2,1961.481588,BR-001
Valentine,4.5,Control,996.6848941,BR-001
Normal,1,Variation1,770.3080977,BR-001
Valentine,1.5,Variation1,1119.464211,BR-001
Normal,1,Variation2,950.0221294,BR-001
Normal,1,Variation2,840.8226131,BR-001
Christmas,2.6,Variation1,1266.481414,BR-001
Normal,1,Variation2,1376.598991,BR-001
Christmas,4.8,Control,953.8096306,BR-001
Valentine,1.1,Control,410.1481923,BR-001
Christmas,2.4,Control,733.8479207,BR-001
Christmas,1.3,Control,974.7736229,BR-001
Normal,1,Control,208.3528642,BR-001
Normal,1,Variation2,284.8415414,BR-001
Christmas,2.2,Control,1863.909013,BR-001
Christmas,3,Variation1,571.9324851,BR-001
Normal,1,Variation1,233.6985421,BR-001
Valentine,4.1,Variation1,1762.49502,BR-001
Normal,1,Variation1,1154.454798,BR-001
BlackFriday,2.4,Variation1,1112.716938,BR-001
Valentine,1.7,Control,1831.145207,BR-001
BlackFriday,4.4,Variation1,-1414.345023,BR-001
Normal,1,Control,1126.072178,BR-001
Valentine,1,Variation1,1595.631085,BR-001
Valentine,2.1,Variation2,744.9529917,BR-001
Christmas,4,Control,2105.678384,BR-001
BlackFriday,2.3,Control,1357.212258,BR-001
BlackFriday,3.1,Variation2,1631.90282,BR-001
Christmas,2.1,Control,1941.148223,BR-001
Christmas,2.6,Control,242.2611951,BR-001
Christmas,1.6,Variation1,931.8231275,BR-001
Normal,1,Variation2,1494.654862,BR-001
BlackFriday,3.8,Control,2440.559115,BR-001
BlackFriday,4.2,Control,1680.923438,BR-001
Valentine,1.2,Variation1,917.727395,BR-001
BlackFriday,4.2,Control,2196.246043,BR-001
Valentine,1.3,Control,1717.956822,BR-001
BlackFriday,4,Variation2,2759.777,BR-001
Normal,1,Variation2,1731.649566,BR-001
Valentine,1.9,Variation1,2695.081334,BR-001
Christmas,4.9,Control,1531.80055,BR-001
Christmas,3.3,Control,1496.051853,BR-001
BlackFriday,4.9,Control,1896.47767,BR-001
BlackFriday,2,Variation2,1333.848034,BR-001
Valentine,1.8,Control,1264.437901,BR-001
Valentine,2.2,Control,1410.594932,BR-001
BlackFriday,2.7,Variation1,1071.766163,BR-001
Christmas,1.9,Variation1,1875.122545,BR-001
Christmas,3,Variation2,1343.006056,BR-001
Valentine,2.8,Variation1,1438.662322,BR-001
BlackFriday,4.9,Control,3483.54134,BR-001
BlackFriday,2.1,Variation2,1502.553629,BR-001
Valentine,4.8,Variation2,636.3271888,BR-001
Christmas,2.8,Variation1,798.6471211,BR-001
Valentine,2.2,Variation2,1009.638365,BR-001
Christmas,4.8,Variation1,1643.257577,BR-001
BlackFriday,4.2,Variation1,2716.850192,BR-001
Valentine,4.3,Variation1,909.8468867,BR-001
BlackFriday,3.3,Variation1,1143.814112,BR-001
Christmas,2.2,Variation2,1375.365611,BR-001
Normal,1,Control,1043.927739,BR-001
Valentine,1.6,Variation1,1869.307743,BR-001
Christmas,3.9,Control,1237.636661,BR-001
Valentine,1.3,Control,890.6762813,BR-001
BlackFriday,2.5,Variation2,288.9217368,BR-001
Valentine,4.1,Control,1210.452693,BR-001
Normal,1,Control,1765.301994,BR-001
Christmas,3.6,Control,1264.172483,BR-001
Valentine,2.1,Variation1,995.1448551,BR-001
Normal,1,Variation2,1136.186677,BR-001
Christmas,2.8,Control,1884.489099,BR-001
BlackFriday,3.6,Control,2118.575849,BR-001
BlackFriday,3.1,Control,1361.520776,BR-001
BlackFriday,2.1,Variation1,1157.451529,BR-001
Christmas,3.6,Variation1,2201.968024,BR-001
BlackFriday,4.9,Control,2223.509914,BR-001
Normal,1,Variation1,1522.588804,BR-001
Normal,1,Control,460.4474508,BR-001
Christmas,4.3,Variation2,1506.607364,BR-001
Christmas,2.4,Variation1,1529.964669,BR-001
BlackFriday,2.5,Control,113.9411801,BR-001
Normal,1,Variation1,299.9943489,BR-001
BlackFriday,4,Variation2,1298.402714,BR-001
BlackFriday,1.8,Variation2,1471.080532,BR-001
BlackFriday,2.2,Control,1572.968772,BR-001
Valentine,2.7,Variation2,689.7909861,BR-001
Valentine,4.9,Control,793.883002,BR-001
Christmas,4.7,Variation2,2204.19298,BR-001
BlackFriday,1.5,Control,435.5242908,BR-001
Normal,1,Variation1,393.7137469,BR-001
Christmas,3.3,Control,932.0623619,BR-001
Normal,1,Variation1,1392.686281,BR-001
BlackFriday,3.1,Control,1871.78374,BR-001
Normal,1,Variation1,1208.625749,BR-001
Normal,1,Variation1,629.2689541,BR-001
Christmas,2.8,Variation1,290.7023283,BR-001
Christmas,2.7,Control,1465.90084,BR-001
Christmas,4.4,Variation1,1053.920608,BR-001
BlackFriday,2.6,Control,2016.820161,BR-001
BlackFriday,4.7,Variation1,1377.112373,BR-001
Valentine,4.9,Control,801.7300829,BR-001
Valentine,3.8,Variation2,1762.180821,BR-001
BlackFriday,2.2,Control,1103.922781,BR-001
Christmas,4.1,Variation1,622.0702445,BR-001
BlackFriday,3.2,Variation1,1449.286822,BR-001
Normal,1,Control,237.8894337,BR-001
Valentine,4.7,Control,2415.291349,BR-001
Normal,1,Variation2,1798.346427,BR-001
Normal,1,Variation1,495.3545289,BR-001
Normal,1,Control,955.9357807,BR-001
Normal,1,Variation2,177.1346591,BR-001
Normal,1,Variation2,1541.050788,BR-001
BlackFriday,4,Variation2,1084.630146,BR-001
Valentine,3.9,Variation2,1845.102455,BR-001
Normal,1,Control,-2491.77945,BR-001
Christmas,3.8,Control,441.9906679,BR-001
Valentine,3.5,Control,922.2428583,BR-001
BlackFriday,2.7,Variation1,1081.819609,BR-001
Normal,1,Control,997.065788,BR-001
BlackFriday,2.7,Control,852.7860458,BR-001
Valentine,4.2,Control,1860.548764,BR-001
Normal,1,Control,1894.554355,BR-001
Normal,1,Variation1,6.369331374,BR-001
Christmas,4,Variation2,760.8062775,BR-001
Christmas,4.7,Control,1577.823093,BR-001
Normal,1,Control,752.6516101,BR-001
